document	label
결국은 세계는 이해관계에 따라 움직인다.악과 선은 없다.다 가족을 사랑하고 돈 벌고 싶어한다.	1.0
영혼을 맑게 해주는 이야기	1.0
이런 식의 공포물은 별로	0.0
지루해요...간만에 시간내서 봤더니..억울..ㅡㅡ	0.0
"""""""뽜와알리 뽜아아릴""""한국어 발음에 개 빵터짐"""	0.0
귀여워요 에헤헹 패턴,자기만의 패턴.아니 어쩌면 자기 기만의 패턴.U턴,너를 목격하고 유턴.아니 어쩌면 너에게로 돌아가는 P턴.그렇게 나는 아직 인턴.너에게 훌쩍 뛰었다 착지하는나는 영원한 인턴.랜턴,너는 나를 비추는 랜턴.	1.0
그냥 별루다... 극장에서 안보길 다행인듯...	0.0
OOOO 제대로 테스트안하고 무분별하게 방공 시청자 바보만들기 딱좋은 프로그램	0.0
기대하지 않았던 영화의 아름다움이 밀려온다. 꽤 괜찮다았던 영화.	1.0
삶에 대한 감독의 따듯한 시선에 안도감을 얻는다.	1.0
보는내내 지루 했다.	0.0
정말 이영화를보고 많은 생각을 하게되고 많은 교훈을 얻음정말 감동적이다ㅠㅠ	1.0
역시 대작의 마스터 리들리스콧의 걸작	1.0
에휴. 구스 반 산트 영화가 다 그렇지 머	0.0
감독이 약먹었다.제발 마약좀 하지마	0.0
존쿠삭 같은 남자와 결혼하고 싶음.ㅋㅋ	1.0
눈물났다. 삶이 힘든사람 더욱 공감할 영화.	1.0
역시 긴말할것없이 명불허전 톰크루즈	1.0
너무시시하게끝나네;기대는하지말길.그냥킬링타임용. 근데평점이너무낮아서 10점준다.	1.0
별로...완전별로....마지막빼고 넘 유치하고재미없고 ..	0.0
아 재밌는데 작은누나 짜증나 ㅡㅡ지가뭔데 지맘대로해	1.0
진지하고 무거운 소재를 경쾌하고 재미있게 만들었다	1.0
아 말도 안돼고 재미없는데 내가 이상한건가 ...	0.0
dㅇㅅㅇb	1.0
그냥 웃지요~ 절대 기대하지마용~	0.0
망작이 평점이 왜이리 높냐?	0.0
4.44만들긔~ 지금 Cgv에서하는데 볼까말까 생각중ㅋ	1.0
TVA는 한번 본적은 있지만, 대한민국의 사회적 인식때문에 차마 극장에 보러갈수는 없다. TVA도 크게 재밌다고는 못느꼇지만... 아노하나 극장판이나 국내개봉했으면 좋겠다. 슈타게는 이미 봤으니 패스..	0.0
이자스민 학력위조 했는데 가만히 냅두는 새누리당 클라스	0.0
유명 배우들이 나온다고 다 되는 것은 아니라는 것을 보여준 영화	0.0
그닥 재미없던데	0.0
한 번도 안놀래키는 공포영화	0.0
자비에 돌란이 예쁘기는 한데 그것뿐 전체적으로 우울하고 이야기도 이해도 안돼고 설명도 너무 부족하고..암튼 좋은 영화는 아닌듯	0.0
2보다 1이 훨씬 재밌음 마지막 뉴욕 전투장면은 최고	1.0
잔잔하게 감동적인 영화 보기좋아요^^	1.0
평점이 너무 높다. 음악도 별로고 영상도 별로고 내용도 오글거림. 한국영화 보는기분...	0.0
그나이엔 작은 상처도 감수성의 파도를 수반해 육중한 무게로 다가오죠...	1.0
어떡해 이런영화가 개봉을하지??정말 태어나서 최악의 영화를..영화도..아니다..별 반개도아깝다 대학교에서 과제해도 이것보단 잘만들겠다 정말	0.0
한편의 그림같은 영화다. 영상이 너무 아름다워요.	1.0
이게 어떻게 6점이넘는지 이해가...	0.0
정말 따뜻한 영화입니다. 이런영화는 스킵하지 말고 보세요^^	1.0
의리로도 채울수없는 허전함...	0.0
게이영화라고 달던가... 새로운 삶을 찾는다와 유작이라는 내역으로 보러갔다가 반도 못보고 나왔네요.	0.0
영상미도 훌륭하고 배우들의 연기도 나쁘지 않지만 거지같은 각본과 늘어지는 편집과 허접한 연출력은 이 영화를 쓰레기로 만들었다. 결말도 최악.	0.0
21세기들어 최악의 영화중 한편.	0.0
은근무섭 7점정도는 될듯 결말이 아쉽	1.0
가슴이 먹먹해온다..	1.0
판의미로와 동급 trash of the trash	0.0
제목이 잘못됬다. 모텔스캔들이 딱인데.. 곽지민 본다고 끝까지 봤지만 정말 끔찍하다. 모텔아줌마 억지스럽고 뜬금없고 .. 곽지민 봐서 +1 점 준다ㅋㅋ	0.0
진짜진심으로더럽게재미없음 돈시간버리고 보너스로오글거림에짜증 개유치하기까지 올해들어최악의영화 별1개도아까운쓰레기	0.0
이 영화를 보고 많이 실망을 했다.	0.0
짱짱한 배우진임에도 불구하고 심심하기 그지없는 스릴	0.0
그의 영화는, 시대를 앞서가고, 관념을 앞지른다.	1.0
종교적 분위기 물씬 풍기는 최루성 가족영화	0.0
어째서 틴토가 에로계의 거장인지 모르겟다	0.0
진짜 영화관애서 돈주고 봤으면 돈 아까워서 어쩔뻔햇는지...	0.0
생각의 관점이란..형무소까지도 아름다운 곳으로 그릴수 있다.	1.0
별로	0.0
이건 1점도 아까운 영화.	0.0
강복희;김혜선 .... 연기 좀 어떻게 바꾸면안됩니까 국어책높낮으만바꿔읽는듯..어느땐 사극보는듯 볼때마다 연기정말 오글거려요.너무 드라마 질질 끄는듯;;	0.0
딱말해준다잉 안나온다	0.0
아주 썩어빠진 영화	0.0
어렸을때 본 영화인데 좀 감동적이고 연기도 좋았다.. 한 번쯤 보면 괜찮은 영화!!	1.0
나름 재미있게 본 영화. 2편도 기대되네요~ 이번에는 부디 백설공주와 헌츠맨과의 로맨스도 그려지기를.	1.0
곤사토시 감독... 2010년 안타깝게 돌아가셔서 가슴이 먹먹합니다.. 정말 천재적인 감독인데 암으로 가시다니.. ㅠㅠ 이제와서 다시봐도 모든 작품이 대작...	1.0
난 일본정서랑.. 안맞는듯 보는 유치해...	0.0
8처넌 주고 봤는데 평점에 낚여서 괜히 본듯;; 평점도 제대로 씁시다 진짜 허접영화를 10점주다니 너무들하네요 솔직히 재미없습니다 다른영화보세요	0.0
어으어엉 감동 떼거지로 먹음	1.0
이 영화 뭔가요?? 남자인 제가 우연히 dvd구입후 벌써 여러번 보게 만들다니...정말 대학교 1학년때의 모습이 어느정도 보여서 그런지 자주 보게 됩니다^^	1.0
ㅎㅎ	1.0
황비홍에 이은 멋진 캐릭터 방세옥	1.0
재밌었어요! 그리고.. 너무 빨리 끝나서 아쉬워요.	1.0
94년작 영화가 70년대영화마냥 뚝뚝 끊기고 대화가 어색하였다..	0.0
요즘에도 매번 지식인에 물어본다. '프리즌브레이크만한 미드 없어요?'라고	1.0
영화 참 좋다. 많은 것을 생각할 수 있게 해준다. 몇일 동안 머릿속을 어지럽힌다. 나의 무게는 뭘까	1.0
이렇게 멋진 영화를 이제서 보다니..	1.0
이걸 영화라고 만들었나? 심하잖아;;;;	0.0
어수선하고 뭘 말하고자 하는지 모르겠고, 그냥 감옥에서 일어나는 오바 소동들 오렌지 이즈 더 뉴 블랙하고 비슷하지만, 재미는 반도 못따라감	0.0
반전이 전부가 아닌영화..몇 번을 봐도 또 보고 싶은 영화	1.0
보다가 열 받아서 죽을 가능성이 매우 높으니 심장이 안 좋으면 삼가할 것.	0.0
별루	0.0
으으으으ㅡ으으으리리	1.0
군더더기 없는 깔끔한 그러나 강한 메세지 전달. 뜻밖의 참좋은 영화..!	1.0
여자 애들이 귀여워서 점수줌	0.0
한쪽만의 진실로 이루어진 다큐라 아쉽고 의도가 숨겨져있는것같아 불편하지만 다큐자체만의 의혹을 던져주는 부분은 영화적으로 점수를 준다...	1.0
저한테 황금시간인 밤10시에 지상파가 아니 케이블보게 만들었어요..정말 대단함ㅎㅎ그녀의 신화 너무재밌ㅇ어요..한회 한회볼때마다 지루하지 않고 시간가는줄 모르겠어요~지상파면 완전 대박인데 아쉽네요..ㅠㅠㅠ	1.0
재미없다 지루하고. 같은 음식 영화인데도 바베트의 만찬하고 넘 차이남....바베트의 만찬은 이야기도 있고 음식 보는재미도 있는데 ; 이건 볼게없다 음식도 별로 안나오고, 핀란드 풍경이라도 구경할랫는데 그것도 별로 안나옴 ㅡㅡ	0.0
완성도 너무 낮다.. 마지막내용에서 기사가 열차를 멈추면 되는데 막 폭탄해체하고 수갑끊ㄹ려하고 난리네	0.0
지루할듯보이나전혀!지루하지않은영화 아 마지막부분..게리올드만의연기가빛낫다	1.0
돈에 미친 남편과 .. 아기에 미친 돈 있는 남자 그속에서 갈등 하는 여자 18	0.0
그 어린 내가 재미없다고 느낄 정도면... -_-..	0.0
추억돋네	0.0
이거보니 시나리오작가 감독은 아무나 하는것 같다	0.0
세상이 장난으로 보이지? 배추나 한포기 심어라...한심한 놈아	0.0
어차피 죽을텐데 사람은 왜 사는가?	1.0
아직은 잘 모르겠다. 그러나 전개의 허술함은 사실	0.0
극사실적인 해전을 잘 표현한거 같다. 정말 재미있게봤다	1.0
요즘 상황 보고 이 영화가 생각났다.	1.0
감독의 사교력이 대단한가봐요. 이런 영화를 만들고도 상 탔을 땐.	0.0
원작 배경 의상 배우를 넘어서는 어설픈 연출력...	0.0
그닥...이거 감동적이라고 하는 사람 누규?= ㅇ=	1.0
미친쓰레기영화그냥에로영화를찍으셈불쌍하지도않아서1점준다	0.0
여주인공 인터뷰할때 지루해죽는줄알았음 ㅡㅡ 그냥저냥 킬링타임용 스릴러	0.0
재밌나여?	0.0
시간 가는 줄 모르고 너무 잘봤다.	1.0
무엇을 위한 영화였나?	0.0
야.	0.0
제목만 보고 왠지 장르가 공포인듯한 느낌이 ㄷㄷ...	1.0
전형적인 일본의 기승전병	0.0
과연?ㅋㅋ	0.0
와 ㅠㅠ 내머릿속지우개 이후에 진짜 슬픈영화였어요 ㅠㅠ 마지막에 눈물폭발 ㅜㅜ 오늘이후에도 또보고싶네요	1.0
시나리오에 아쉬움이 있기는 하지만 한하유가 너무 예뻐서 10점 줍니다.	1.0
요즘 세상에 이런 영화도 있다니	0.0
중국영화가 뭐 다 그렇제..;	0.0
명작이다	1.0
로맨스,액션,코미디,스릴러....?뭐가 뭔지 모르게되는 장르에 한숨이 나오는 시나리오...료코의 비쥬얼만 남는 영화	0.0
재미도 없고, 의미도 없고, 감동도 없고.....................	0.0
이완 맥그리거 조낸 귀엽다	1.0
영화보는 동안 긴장되고 스토리도 나름 괜츈~ 특히 여배우 연기며 외모며 맘에 든닷!!! 다른데서 또 봣으면~	1.0
늙은 영감탱이가 나이어린여자와 죽기직전 순수한 결혼식을 올리고 데이트하는 장면까진 좋았으나, 같은침대에서 옷벗고 거시기 까고 섹스하는거보고 매우 역겨웠음. 감독이 누군진 몰라도 정신세계가 참 썩어빠진듯. 너무 더럽고 기분잡쳤음 마지막에 어휴..	0.0
이상하다 나카타 감독 링은 잘 만들었는데 이건 왠지...;;.	0.0
왜 흥행에 실패했는지 알겠네요.	0.0
첫 장면인 스키장에서의 설렘, 빠리의 낭만을 보여주는 것도 모자라 OST까지 마음을 살살 간지럽힌다. 전화선을 타며 설레는 마음을 쭉 이어가길 바랬는데 중간중간 만났던 것이 아주 약간 아쉽다. 오랜만에 가슴 떨리는 영화를 봐서 좋다.	1.0
감독이 똥싸놓고 치우진않음...	0.0
시간때우기도 어려운 영화	0.0
생각보단 옛날 영화가 아니네. 최민수 잘생겨서 1점, 노래 좋아서 1점, 나머지는 개 허접	0.0
난이게 제일 재밌었는데..	1.0
최고다~위트있는대사와 깔끔한 마무리까지~못보신분들 꼭 보세요~	1.0
여자지만 홍영수 같은 대원 있으면 진심 짜증나고 난감할듯... 정철민 병장의 마음이 이해감	1.0
진정으로 명작이다..	1.0
돈아깝다	0.0
옳소! 이러쿵 저러쿵 욕먹었던 원더풀 데이즈가 그나마 낫더라	0.0
.중국 첩보부대 애기의 탄탄한스토리 암호해독과모스부호에대한 새로운해독 역시 양조위라는생각을 한영화	1.0
쓰레기같은영화임~한마디로-먼 이런영화가있노--감독도쓰레기~출연진들이쁘먼ㅇ머하노--각본이쓰레기고--감독이저질인데~!!	0.0
세상이 만만하냐?	0.0
어렵다 평하기가...보고 느꼈음함	1.0
이거 어찌이럴수있지 진심으로 줄거리부터 연기까지 다들 초딩같고 유치했다	0.0
쇼를해라 쇼	0.0
중심이 약하니 언저리 가지고 무리한 승부수를 띄운다	0.0
영상미,등장인물다 좋았다.레이첼 연기는 잘하는데 악역은 안어울리는 듯 ㅋ	1.0
"""""""이물엔 쥐약이 들어가 있어"""""""	1.0
불편한 진실이 주는 비극적 결말... 나도 모르게 몰입이 되었다.	1.0
네 다음 선동영화ㅋㅋㅋㅋ	0.0
설득력없는 꼴통페미니즘. 페미나치적인 마인드.	0.0
개쩔었다	1.0
완전 최악중의 최악.. 블레이드를 이따위로...	0.0
난 솔직히 재미없었어. 코믹요소가 없어서	0.0
더러운영화	0.0
보지도 못한 사람들이 왜.평점달지? 그나저나 이게 있다는게 신기하넹ㅋ 30분짜리영화 돈 다주고 봤었는데ㅋㅋ	1.0
영구와땡칠이시리즈는 레전드영화다	1.0
이런 느낌 좋아하고 재미도 있어요	1.0
잘 된 영화이데 평점이 너무 낮구만. 평론가란 것들은 같잖은평을 써놓고 . 무자격자들. 월급이 아깝다. 나오미 와츠의 매력에 10점	1.0
답없네, 뭐하는건지..	0.0
이 필름이 개봉하지 않은 리허설이었다면.	0.0
지금에야 와서 올리지만 진짜 더럽게 재미없고 지루해	0.0
나스타샤 킨스키가 이쁘게 나온다	1.0
독립영화의 진수를 보여주는 아주 감동적인 영화	1.0
헤이든 연기 안습 ㅋㅋㅋㅋㅋㅋㅋ 스타워즈는 좋은데 헤이든이 좀 ....... 골든 라즈 베리 탈 만하네 ㅡ.ㅡ	1.0
장난감으로 만든 우주기지야 그렇다 쳐도 내용이라고 튼실하면 끝까지 볼려고 했는데 내용도 장난감급이다 문제가 있다고 하는데도 끝까지 서로 문제없다고 우기기만 하다 일키우는게 넘 억지스럽다	0.0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ옛다 1점이나 처먹어랔ㅋㅋㅋㅋㅋㅋㅋㅋ이게 7점급?이건 1점짜리. 내용도 결말도. 살다 살다 뭐 이딴...	0.0
기대한 게 후회스럽다. 전작들이 그립다. 실소만 난다.	0.0
보고나서 완전 기분나쁨..최악이다.	0.0
좋구만 왜들그래???	1.0
잔인하기도 하고 무서웠어요ㅠ탑은 멋있더라구요~~	0.0
지니어스 ost보고 이거 생각나서 봤는데 재밌음	1.0
정말 생각 많이 하게 되는 영화네요.. 최근에 영화중에...가장 영화답다랄까? 그냥 일상다반사네요	1.0
뭔가 시사하는바가 있던 영화	1.0
이것도 영화라고....	0.0
말이필요없다. 진짜너무재밌다.♥♥	1.0
왜 드니로가 이런 영화를 찍었지;;	0.0
재미있던데 평점왜이러지?	1.0
생과 사를 넘나드는 소방관들의 열정과 진한 형제애...마지막에 펑펑 울었다.	1.0
나에게 아직 이란영화는 익숙하지 않다...그래서 이영화는 더 새로웠고 아름다웠다...주인공 파르비스 파라츠는 흡사 무림고수 같았다...내공있는 눈빛으로 나를 사로잡았으며~ 전체적인 미장센이나 음향은 물론이고 절제된 모든 장치적인 것들이 좋았다.	1.0
기존 한국 영화에서 느끼지 못한 색다른 느낌상업적이기 보다는 새로움에 도전한듯한 ..	1.0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0.0
연령대별 배우들의 연기도 좋았고... 가슴이 아리다	1.0
이런건 모 야매룽다!!!	0.0
재밌네 ,	1.0
영화 포스터 누가 만든게냐 조의 나이는 48세다..정말 요즘같이 쓰레기영화가 넘쳐나는 시기에 꿀같은 영화다.역시 니콜라스 케이지의 연기는 감동이다!!	1.0
제작년도에는 신선할지 몰라도 이게 나비효과를 훨씬 뛰어넘는다고?	0.0
미국이 진짜 선진국인 이유가 있구나 진짜 멋지드라...최고다	1.0
도대체 뭐가 재밌다는건지 모르겠네요 무슨 아이언맨 시리즈의 개그도 뛰어넘는다 하는데 어디서 웃어야할지도 모르겠고 내용도 뭔지 뜬금없는 히어로놀이는 또 뭔지.. 왜이렇게 평점이 높은지 모르겠습니다	0.0
호주의 멋진 자연을 보여주는 게 재미의 전부.	0.0
영화라고 쓴분들 옆에 다큐멘터리라 쓰인건 안보이시나봐요 ^^;	1.0
강아지가 주인공임??	0.0
작가가별로다 내용이진짜별로임.. 맨날그냥기대하고 재방송하면 혹시나하고봐줘도 답없다진짜..	0.0
알파치노,미쉘파이퍼커플의~성숙하고상처받은이들의로맨스^-^	1.0
전라도에서 일어난 일을 다른지역에 뒤집어 씌우니까 전라도가 홍어새끼들이라고 욕먹는거지 ㅉㅉㅉ	0.0
""""""""""	0.0
짜가인가 이게뭐여..뭔..	0.0
이런 쓰레기 영화가 평점 7을 넘어가다니; 네이버 수준도 알만하군;	0.0
정말 왜 이러는지 모르겠다. 맘에 안든다.	0.0
개봉당시 극장가서 봐서도 어처구니 없었다.전체적 분위기가 티라노 발톱 느낌이랄까.. 지루하고 안이한 작품..배우들이 아깝다..	0.0
확실히 '제임스 완' 이 감독을 맡아야 된다	0.0
진짜 존나 재미없었다. 지루해 OOO 줄	0.0
싸우자!	0.0
만화의 유치함을 스크린으로 그대로 재현하다. 만화와 영화의 차이를 여전히 모르는	0.0
최고의 드라마....	1.0
어린날의 추억 그속을 빠져들어간다	1.0
한국영화 흥행코드: 갈등-갈등-계~에속 갈등-화해-감동- 평점 10점 남발- 흥행 뻔하지 뭐...	0.0
용가리 동무! 한 판 붙어보자우요!	0.0
좋다... 이 시대를 사는 나의 모습이기도하고...	1.0
- - .... 내가 이상한건가.... ... 겨우 끝까지 봤네	0.0
교과서에도 나온 명작이죠. 신선한 기법을 사용해 보는 내내 몰입하게 되었습니다.	1.0
일본영화 특유의 지루함... 그러나 ...	0.0
골목상권에 들어온 대형슈퍼마켓이 생각난다	0.0
왼쪽 가슴이 뭉클해 짐니다~~~	1.0
개연성 개나줘.	0.0
내가 감독 되어서 한국 최고의 좀비영화 만든다. 기대해도 좋다	0.0
정말 시시함...본것이 후회됨...ㅡㅡ;	0.0
총을 쏘았다는데 총알이 없어. 탄피도 없어. 다쳤는데 왜 다쳤는지를 모르겠네. 개법부를 엎어버려야지 원	1.0
간만에 시간가는줄 모르고 본 영화 ...	1.0
첫단추부터 어긋난시나리오를 선택하니 내용도, 재미도 반감.	0.0
영화가 내용이 없다	0.0
그냥 레전드다 레전드!!!	1.0
견자단 안나오면 엽문 찍을생가하지말아라 안봐도 망한다......솔직히 별하나주기도 아까워 죽겠다	0.0
흡입력있는 이야기의 반전 영화	1.0
쏘우시리즈의 마지막 편.	1.0
단순한 스토리지만 순순함의매력이 끌리는 영화다	1.0
예지원의 그 모든 것	0.0
진심 여주빼고 빡쳐서 볼때마다 암걸릴것같다. 그리고 6회에선가 여주가 조은차에의해 강제하차선언할때 얽히고섥혀있는 남자들의세상에 질려버렸다는말 정말공감한다. 연줄로 빌어먹고사는 남자라는 존재들은 정말 야비하고더러움그자체.작가의 촌철살인 글에대한 박수를	1.0
나도 개인적으로 프렌즈보단 낫다고 생각	1.0
엄청난 소름이 주는히치콕영화	1.0
이건 무슨영화임?? 공각기동대?	0.0
아?제가본애니중 재미도감동도없는무지무지지루했던영화?	0.0
그냥 저녁 6시정도 애들 티브이앞에서 20분정도 보고 끝내도 좋을... 퀼리티의 ... 영화티켓으로 보는건 아닌듯.	0.0
2.22점이여야해!!!	0.0
결국 탐욕과 허영속에서 벗어날수없었다 대작입니다	1.0
흔한 스릴러 영화다 뻔한 전개	0.0
엄청난 여운, 하나도 빼놓을수 없는 영상미, 따뜻하다.	1.0
이건 정말 명작이네요	1.0
건담 시드의 전함 아크엔젤의 무기 트리스탄이랑 이졸데?	1.0
감동감동감동의 도가니탕	1.0
종방되어 아쉬워요. 오늘막방도 잘봤어요.방송대본이 꽤 완성도있다는 느낌받았고요. 요즘 드라마들의 막장에 지쳐있었는데 수백향은 정말 바른드라마였던듯해요.악역들도 그리 심하게 어이없지도 않았고요..MBC화이팅!!	1.0
부부가 말아먹다.	0.0
무슨 아침부터 진짜 개짜증는 드라마를 완전 말도 안대는 막장에 아 이거보면 열통터짐 짱나서	0.0
김수현전지현빼곤 남는게 없는드라마8회까진 재밌었고 13회까진 그냥 그럭저럭 볼만했고 그 이후 부터는 그냥 이걸 봐야돼말아야돼 하면서 봤던 드라마추리부분이 너무 허술하고 개연성이 없어도 너무 없고 드라마이것저것 짜집기해놓은느낌	0.0
이 영화로 인해 갑자기 중국호감도가 상승했다	1.0
굿 10자 굿 10자 굿 10자	1.0
말그대로 남자이야기 민수형님 어우 증말 어우 멋져	1.0
유투브동영상을 돈내고 보는게 낫다는 생각이 들게한 영화	0.0
케빈 베이컨, 제프 브리지스, 라이언 레이놀즈, 메리 루이스 파커... 배우가 아깝다. 배우 빼면 빵점 주고 싶을 정도...	0.0
안간의 본성을 아름다움에 초점을 두어 멋진 배경과 더불어 환상을 꿈꾸게 만들었다	1.0
최진실은 완전 얼짱에 몸짱에 매력짱이었다.	1.0
에혀~	0.0
진국 시나리오	1.0
시즌3까지 본상태.. 잼네요 ㅋㅋ 5까지 달리는거다 ~~	1.0
b b	1.0
린제리 로한 사랑함.	1.0
관객을 1942년 스탈린그라드 최전선으로 데려가는 독일어 쓰는 독일 병사들의 실감나는 연기	1.0
아이고 배야. 눈물이 앞을 가리네	0.0
사소한 이야기조차 눈을 뗄수 없게 만들던 거장의 솜씨. 예전 장이모우 그립다	1.0
오랜만에 아끼워하며 보는 드라마입니다. 소재의 참신성, 배우들의 열연, 대사의 달달함, 극 전개템포가 기존의 드라들과 다르기는 하나, 이것도 하나의 매력이라고 생각되요. 작가분들과 배우분들, 수고하시는 모든 분들 감사해용 ~~~ >.<	1.0
송혜교는 웬만하면 영화 찍지 마라~! 영화 제작자 거지 만든다~!	0.0
내 삶을 다시 돌아보게 해준 영화	1.0
낯부끄러운 영화 이건 뭐... 추석마다 개봉 좀 그만!	0.0
진짜 망작이다. 소재는 좋은데 스토리 개연성도 말이 안되고 보는 내내 불쾌했다	0.0
아... 이게 뭐야. ,.,.,.,	0.0
몰입감 장난 아니었다. 숨막히는 영화	1.0
소재가 굉장히 신선했다	1.0
왜이리 쓰잘데없는 장면이 많지? 편집을 너무 그지 같이 했다. 지루해	0.0
일본영화의 문제가 무엇인지... 일본영화가 열도를 벗어나 대중화되지 못하는 이유를 보여주는 영화.	0.0
정말 재밋게 본 작품이다.. 왜 이제 서야 봤을까	1.0
여러말 필요없는 드라마. 특히 이준기의 연기는 best of best	1.0
갈수록 내용이 웃기고 기가 차네요 뭐 비밀결혼에 웃기지도 않고 남녀주인공 어울리지도 않고.	0.0
간첩색휘들 애쓴다 밥은 먹고 다니냐?	0.0
이거 참...소재는 참 좋은데 내용전개가 개판...사람수도 많고 총도 있는데 그걸 지들끼리 서로 다 흩어져서 일방적으로 밀리네..거기다 식인종이라면서 표현을 좀비로 해놓으면 어쩌잔거야..식인으로 인해 인성이 말살되고 짐승화 되었다는 표현이라도 있던가	0.0
이 영화가 벌써 10년 전이라니 ㅠㅠ	1.0
예술을 가장한 포르노	0.0
그냥 여자들의 이중성일뿐.. 아이구 의미없다.	0.0
가장 즐거운 영화 중 하나였다. 음악, 춤, 스토리 정말 구하기 어렵다 ㅠ_ㅠ	1.0
계속 보고 또 보고 계속 보고..	1.0
나 잤다 그냥 영화관에 팝콘이나 먹자	0.0
억지스러운 시나리오..지루한 전개.. 1편 보다 못한 구성등.. 2편은 안나오는게 나았다..망작..배우들이 영화보는 눈이 없어서 안타깝다.	0.0
이나영 넘 귀여워 ㅋㅋ 귀여운 영화인거 같다.	1.0
모든 일본문화가 들어가 있다고 할 수 있을까? 최고의 사극!!	1.0
타짜는10점받아마땅하다.영화의모든부분이다재밌었다.캐릭터들은원작보다훨씬더매력적으로재현됐고,단역까지모든캐릭터가제몫을했다.긴이야기를아주 딱맞게압축했다.전국중고딩에게섯다열풍을몰고온,막판고니와아귀의설전을전국민이외우게만든작품.영화사에남을장면들이가득담겨있는선물세트	1.0
이거 뭐지? 이거 영화?	0.0
박평식-뚜껑열린다ㅋㅋㅋ	0.0
들고 나타나 보게.이 영화로 상대해 주마	1.0
최강의 액션영화.정지훈은 액션의 달인이다.	1.0
"""영화계의 불문율. """"김희선과 찍으면 망한다"""""""	0.0
ㅎ 애들이랑 넘 재미나게 봤어요 하하호호하면서계속 웃음이 나면서가족애를 다시한번 느꼈답니다	1.0
저는 왠만하면 8점이상으로주는데 요 근래 본영화중 정말재미없었습니다.장난아니고......	0.0
성인은 좀 보기가 좀 그럴거예요;;	0.0
의외로 재밌어서 깜짝 놀랐습니다.	1.0
내가진짜 21년을사면서 영화보고 어이가없고 화가나서 로그인한적은처음이다	0.0
발상은 좋았지만, B급영화의 한계를 보여줌. 그래도 재밌었음.	1.0
최고의 농촌드라마.	1.0
유럽작품상 탈만한 유럽에 중요한 얘기..또한 픽션	1.0
영화가 아닌 드라마 같다. 박은혜가 이런 영화에 출연한다니 이름값이 떨어지네요.	0.0
홍진호가 지니어스게임 시즌1 1위한기념으로 1점드립니다.	0.0
영상미도 아름답고, 힐링되는 영화. 개인적으론 1편이 더 맘에 들지만. 음악도 좋다.	1.0
Christine I love you 부분에서 울었음	1.0
그럴듯한 영상으로 미화시켜봤자 성추행, 공갈협박, 납치, 성매매 알선, 포주. 이게 전부다. 사랑이라고 멋대로 착각한 인간말종이 저지른 범죄고 그저 불쾌할 뿐이다.	0.0
이거때매 시간낭비 돈낭비함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0.0
액션보다는 드라마 장르...유쾌하고 통쾌한 액션을 기대한다면 당연히 평점이 낮아질 수 밖에..잔잔하게 본다면 인간의 본성과 자신의 선택에 대해서 생각해볼 수 있음. 해맑은 아이들 모습을..볼 수 있느냐 없느냐..세탁기를 보면서 정화되는 장면까지..	1.0
한 남자의 인생에 대한 최고의 영화	1.0
ㅋㅋㅋ 산 넘어 산, 또 산 넘어 산...ㅋㅋㅋ ㅉㅉㅉ...	0.0
어렸을때 완전 재미있게 봤던 영화.. 어디서 다시 구할수 없나..?ㅜㅜ	1.0
재밌게봤어요 진짜 ! 영화구성도 제목답게 치밀하고 배우들 연기도 너무 좋고무엇보다 큰 정보와 교훈을 줘서 좋았습니다	1.0
매력이었던 대규모해상전과 큰배들이 펼치는 박진감넘치는 전투장면들은 나오지도않고 터너같은 매력적인 캐릭터들이 빠져 영화의 매력이 사라졌다 아무리 잭스패로우라도해도 영화전체를 캐리하기는 불가능 새로나온 캐릭터들은 너무 진부한 해적캐릭터들 실망이다	0.0
일본에서10주년 극장판만드는데 우리나라에선 10주년으로 재개봉하니이건 좀 ㅄ 아님?	0.0
겁나재밌기만하네.. 아무생각없이봤다가 눈물크리맞은영화	1.0
멜깁슨의 페이백이기때문에... 최고	1.0
장진영님 하늘나라에서 편히 쉬세요.	1.0
빈약한 스토리 라인을 커버하기 위해 깜짝깜짝 놀라게 하려는 단발적인 장치만이 영화의 전부였다.	0.0
무슨영환진 모르겠지만 평점1점드립니다.	0.0
집에서 투니버스 보여주는게 낮습니다. 평점에 문제가 있네요. 애들이 중간부터 자꾸 집에 가자고 졸랐어요.	0.0
장난하나...Z위로 알바티가나네ㅡㅡ그리고 이게 머가 잼나여ㅡㅡ	0.0
제발 이딴 쓰레기 영화 보지마라 답답해서 미칠거같다 스토리를 짠 사람이 누군지는 몰라도 사람들 환장하게 해서 죽이려고 만든것 같다. 제발 부탁이야 토렌트로 돈안내고 본다해도 이건 전기가 아까워 이거 볼 전기로 그냥 여름에 에어컨 잠깐 더 틀어라	0.0
ㅠㅠ 재미있다고 해서 봤는데 별루 실망~~	0.0
이런 핵폐기물 막장시나리오 쓰는놈은 작가로서의 자존심도 없나?? 자괴감따위는 개나준 쓰레기중의 쓰레기	0.0
10자10자10자10자	1.0
매기큐땜에 봤는데....재미없음....	0.0
